daysOnMarket,availableFrom,street,price,borough,zip,propertyType,beds,baths,latitude,longitude,hasVideo,PhotosNum,Number of Households,Median Household Income,Per Capita Income,Total Income Distribution,Median Gross Rent,Median Home Value,Occupied Housing Units,Vacant Housing Units,"Owner-Occupied Units (value < $100,000)",Monthly Housing Costs,Precinct,schools_in_precinct,nearby_subway_stations,crime_rate,precinct_safety_rank,Median Age_ratio,Male Population_ratio,Female Population_ratio,White Alone_ratio,Black or African American Alone_ratio,Asian Alone_ratio,Hispanic or Latino_ratio,Population Below Poverty Level_ratio,Employed_ratio,Unemployed_ratio,High School Graduate (Age 25+)_ratio,Bachelor’s Degree (Age 25+)_ratio,Graduate or Professional Degree (Age 25+)_ratio,Never Married_ratio,Currently Married_ratio,Divorced_ratio
61.0,2024-10-01,463 East 28th Street #1,3900.0,Brooklyn,11226,rental,3,1.0,40.63913374,-73.94995207,1,9,38458.0,75947.0,39023.0,38458.0,1672.0,807000.0,38458.0,3363.0,60.0,1712.0,67,41,3,1.8939370214715392,64,0.0003532799620001,0.4612925890374358,0.5387074109625642,0.1501291401541765,0.6450674398582922,0.03152801005413,0.1486645621604504,0.1436770803439779,0.5267137046896183,0.0332201913847189,0.1854571363541903,0.1604306650965335,0.0068676832949046,0.2062482063867475,0.1501687233431961,0.0217410665690281
60.0,2024-09-06,414 East 31st Street #1,2800.0,Brooklyn,11226,rental,2,1.0,40.64059026,-73.94779264,1,12,38458.0,75947.0,39023.0,38458.0,1672.0,807000.0,38458.0,3363.0,60.0,1712.0,67,41,3,1.8939370214715392,64,0.0003532799620001,0.4612925890374358,0.5387074109625642,0.1501291401541765,0.6450674398582922,0.03152801005413,0.1486645621604504,0.1436770803439779,0.5267137046896183,0.0332201913847189,0.1854571363541903,0.1604306650965335,0.0068676832949046,0.2062482063867475,0.1501687233431961,0.0217410665690281
1.0,2024-11-24,4817 Beach 48th Street #1,1900.0,Brooklyn,11224,rental,0,1.0,40.57735045,-74.01183984,1,5,19486.0,40467.0,27382.0,19486.0,925.0,500700.0,19486.0,1586.0,43.0,1007.0,60,30,0,1.2637196959403365,37,0.0010314659762386,0.461695863696156,0.538304136303844,0.5123504478733845,0.2138308312279456,0.094836406155388,0.1946213434113544,0.2792474891946631,0.3208402062931952,0.0379804981938905,0.1977115653644582,0.1361576848391205,0.004405654270979,0.1543231787526361,0.179191113523897,0.0268932829432276
0.0,2024-11-26,50-03 30th Avenue #2,2995.0,Queens,11377,rental,3,1.0,40.76020596,-73.90675391,1,1,33239.0,72273.0,38202.0,33239.0,1743.0,645900.0,33239.0,1342.0,101.0,1694.0,114,37,0,1.851653253159491,63,0.0004541430493118,0.4962461340354346,0.5037538659645654,0.3381813582901227,0.0242018004759879,0.3669820757211676,0.394161674925555,0.1005668165147107,0.5060073352725433,0.0287892201386573,0.2212768892925716,0.1621233199581498,0.0064959701990181,0.183968175494671,0.1987421962127918,0.0196373753980937
22.0,2024-11-08,200 East 30th Street #4H,3300.0,Manhattan,10016,rental,1,1.0,40.74290884,-73.97975477,1,5,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,13,26,6,1.469015827397351,52,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
22.0,2024-12-09,417 Third Avenue #3A,3125.0,Manhattan,10016,rental,1,1.0,40.74260971,-73.979975,1,7,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,13,26,6,1.469015827397351,52,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
24.0,2024-11-04,137 East 29th Street #3W,4375.0,Manhattan,10016,rental,2,1.0,40.74316984,-73.98121265,1,10,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,13,26,6,1.469015827397351,52,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
26.0,2024-12-20,139 East 30th Street #1D,3800.0,Manhattan,10016,coop,2,1.0,40.74377635,-73.98073972,1,15,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,17,4,6,0.6932467274497967,6,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
25.0,2024-10-31,333 East 30th Street #6E,3200.0,Manhattan,10016,condo,0,1.0,40.74200058,-73.97579956,1,7,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,17,4,0,0.6932467274497967,6,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
29.0,2024-10-28,240 East 24th Street #B,3250.0,Manhattan,10010,coop,1,1.0,40.73880005,-73.98090363,1,4,16050.0,150288.0,132405.0,16050.0,2899.0,1093900.0,16050.0,2916.0,0.0,2799.0,13,26,0,1.469015827397351,52,0.0011045973464979,0.4878124035791422,0.5121875964208578,0.6689910521443999,0.0849429188522061,0.1563406356062943,0.0983029929034248,0.0767047207651959,0.5880592409750077,0.0139463128663992,0.0393397099660598,0.313236655353286,0.0289725393397099,0.189787102746066,0.1940759024992286,0.0247763036099969
32.0,2024-10-25,300 East 33rd Street #2A,3750.0,Manhattan,10016,condo,1,1.0,40.74330139,-73.97579956,1,7,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,17,4,0,0.6932467274497967,6,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
34.0,2024-10-23,336 East 30th Street #4A,2950.0,Manhattan,10016,rental,1,1.0,40.7414123,-73.9762981,1,6,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,13,26,0,1.469015827397351,52,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
34.0,2024-11-01,330 East 33rd Street #14E,3200.0,Manhattan,10016,condo,0,1.0,40.74259949,-73.97579956,1,4,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,17,4,0,0.6932467274497967,6,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
39.0,2024-12-01,229 East 29th Street #5C,2900.0,Manhattan,10016,rental,0,1.0,40.74229813,-73.97910309,1,7,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,13,26,3,1.469015827397351,52,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
42.0,2024-12-01,200 East 27th Street #8F,6500.0,Manhattan,10016,coop,2,2.0,40.74089813,-73.98090363,1,7,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,13,26,3,1.469015827397351,52,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
55.0,2024-10-02,368 Third Avenue #22B,8500.0,Manhattan,10016,condo,2,2.0,40.74124038,-73.98182306,1,10,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,13,26,6,1.469015827397351,52,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
84.0,2024-09-03,431 Third Avenue #21,4200.0,Manhattan,10016,rental,2,1.0,40.74326288,-73.97951649,1,4,30162.0,145864.0,126106.0,30162.0,3048.0,953300.0,30162.0,6285.0,48.0,2981.0,17,4,6,0.6932467274497967,6,0.0006124813772554,0.5013334804760066,0.4986665195239934,0.6384336662436315,0.047876547297173,0.1935110081112398,0.1248137725542128,0.0921480991005904,0.6878184259412533,0.0293917489745994,0.0278099652375434,0.3329470838161452,0.0338612076734904,0.2808033989957512,0.1467748165314793,0.0186503338299398
83.0,2024-11-01,220 East 24th Street #7F,3100.0,Manhattan,10010,rental,0,1.0,40.73889923,-73.98179626,1,5,16050.0,150288.0,132405.0,16050.0,2899.0,1093900.0,16050.0,2916.0,0.0,2799.0,13,26,3,1.469015827397351,52,0.0011045973464979,0.4878124035791422,0.5121875964208578,0.6689910521443999,0.0849429188522061,0.1563406356062943,0.0983029929034248,0.0767047207651959,0.5880592409750077,0.0139463128663992,0.0393397099660598,0.313236655353286,0.0289725393397099,0.189787102746066,0.1940759024992286,0.0247763036099969
1.0,2024-11-25,657 Pennsylvan Avenue #2A,3606.0,Brooklyn,11207,rental,3,1.0,40.66134346,-73.89233768,1,5,34831.0,52569.0,26544.0,34831.0,1476.0,632600.0,34831.0,2807.0,467.0,1576.0,75,71,3,3.2090286838103403,74,0.0003656987014596,0.4472681067344345,0.5527318932655655,0.1257115112447185,0.60883668557143,0.0148758793814113,0.3282714021549364,0.2566709021601016,0.4147684424747678,0.0519312817016353,0.2024875776076693,0.0929329242466503,0.0027169140814661,0.1912686852408549,0.1328292063098521,0.0227373684156155
4.0,2024-11-22,750 Glenmore Avenue #3,3200.0,Brooklyn,11208,rental,2,1.0,40.67500011,-73.88252778,1,12,34321.0,56298.0,25229.0,34321.0,1506.0,621500.0,34321.0,3047.0,131.0,1627.0,75,71,3,3.2090286838103403,74,0.0003124422259197,0.480523202070623,0.519476797929377,0.172638195599926,0.4890090589757811,0.080791273802921,0.3898410057311887,0.2116380107228692,0.4110371602884082,0.0280088740987243,0.2860417822148271,0.0703826955074875,0.0032168607875762,0.1866149010907746,0.1562026252542059,0.0190330929931595
5.0,2024-11-21,2444 Pitkin Avenue #2,3000.0,Brooklyn,11208,rental,4,2.0,40.67370137,-73.88207944,1,7,34321.0,56298.0,25229.0,34321.0,1506.0,621500.0,34321.0,3047.0,131.0,1627.0,75,71,3,3.2090286838103403,74,0.0003124422259197,0.480523202070623,0.519476797929377,0.172638195599926,0.4890090589757811,0.080791273802921,0.3898410057311887,0.2116380107228692,0.4110371602884082,0.0280088740987243,0.2860417822148271,0.0703826955074875,0.0032168607875762,0.1866149010907746,0.1562026252542059,0.0190330929931595
5.0,2024-11-21,610 Glenmore Avenue #2,2999.0,Brooklyn,11207,rental,3,2.0,40.6742174,-73.88757264,1,8,34831.0,52569.0,26544.0,34831.0,1476.0,632600.0,34831.0,2807.0,467.0,1576.0,75,71,3,3.2090286838103403,74,0.0003656987014596,0.4472681067344345,0.5527318932655655,0.1257115112447185,0.60883668557143,0.0148758793814113,0.3282714021549364,0.2566709021601016,0.4147684424747678,0.0519312817016353,0.2024875776076693,0.0929329242466503,0.0027169140814661,0.1912686852408549,0.1328292063098521,0.0227373684156155
7.0,2024-12-01,453 Pennsylvan Avenue #4A,2000.0,Brooklyn,11207,rental,2,1.0,40.66618684,-73.89405648,1,5,34831.0,52569.0,26544.0,34831.0,1476.0,632600.0,34831.0,2807.0,467.0,1576.0,75,71,6,3.2090286838103403,74,0.0003656987014596,0.4472681067344345,0.5527318932655655,0.1257115112447185,0.60883668557143,0.0148758793814113,0.3282714021549364,0.2566709021601016,0.4147684424747678,0.0519312817016353,0.2024875776076693,0.0929329242466503,0.0027169140814661,0.1912686852408549,0.1328292063098521,0.0227373684156155
8.0,2024-11-24,448 Logan Street #2,2995.0,Brooklyn,11208,rental,3,2.0,40.67522996,-73.87659696,1,14,34321.0,56298.0,25229.0,34321.0,1506.0,621500.0,34321.0,3047.0,131.0,1627.0,75,71,6,3.2090286838103403,74,0.0003124422259197,0.480523202070623,0.519476797929377,0.172638195599926,0.4890090589757811,0.080791273802921,0.3898410057311887,0.2116380107228692,0.4110371602884082,0.0280088740987243,0.2860417822148271,0.0703826955074875,0.0032168607875762,0.1866149010907746,0.1562026252542059,0.0190330929931595
17.0,2024-11-08,466 Berriman Street #2,2600.0,Brooklyn,11208,rental,2,1.0,40.66690629,-73.87776224,1,8,34321.0,56298.0,25229.0,34321.0,1506.0,621500.0,34321.0,3047.0,131.0,1627.0,75,71,0,3.2090286838103403,74,0.0003124422259197,0.480523202070623,0.519476797929377,0.172638195599926,0.4890090589757811,0.080791273802921,0.3898410057311887,0.2116380107228692,0.4110371602884082,0.0280088740987243,0.2860417822148271,0.0703826955074875,0.0032168607875762,0.1866149010907746,0.1562026252542059,0.0190330929931595
18.0,2024-11-08,2227 Pitkin Avenue #3F,3027.0,Brooklyn,11207,rental,2,1.0,40.67299297,-73.89014506,1,16,34831.0,52569.0,26544.0,34831.0,1476.0,632600.0,34831.0,2807.0,467.0,1576.0,75,71,3,3.2090286838103403,74,0.0003656987014596,0.4472681067344345,0.5527318932655655,0.1257115112447185,0.60883668557143,0.0148758793814113,0.3282714021549364,0.2566709021601016,0.4147684424747678,0.0519312817016353,0.2024875776076693,0.0929329242466503,0.0027169140814661,0.1912686852408549,0.1328292063098521,0.0227373684156155
8.0,2024-11-01,1137 Blake Avenue #1,3400.0,Brooklyn,11208,rental,4,2.0,40.67086758,-73.87573625,1,11,34321.0,56298.0,25229.0,34321.0,1506.0,621500.0,34321.0,3047.0,131.0,1627.0,75,71,0,3.2090286838103403,74,0.0003124422259197,0.480523202070623,0.519476797929377,0.172638195599926,0.4890090589757811,0.080791273802921,0.3898410057311887,0.2116380107228692,0.4110371602884082,0.0280088740987243,0.2860417822148271,0.0703826955074875,0.0032168607875762,0.1866149010907746,0.1562026252542059,0.0190330929931595
28.0,2024-10-07,19 Malta Street #6,3200.0,Brooklyn,11207,rental,3,2.0,40.66002632,-73.89570982,1,14,34831.0,52569.0,26544.0,34831.0,1476.0,632600.0,34831.0,2807.0,467.0,1576.0,75,71,3,3.2090286838103403,74,0.0003656987014596,0.4472681067344345,0.5527318932655655,0.1257115112447185,0.60883668557143,0.0148758793814113,0.3282714021549364,0.2566709021601016,0.4147684424747678,0.0519312817016353,0.2024875776076693,0.0929329242466503,0.0027169140814661,0.1912686852408549,0.1328292063098521,0.0227373684156155
71.0,2024-10-01,353 Miller Avenue #4D,2549.0,Brooklyn,11207,rental,2,1.0,40.6721838,-73.8930656,1,8,34831.0,52569.0,26544.0,34831.0,1476.0,632600.0,34831.0,2807.0,467.0,1576.0,75,71,6,3.2090286838103403,74,0.0003656987014596,0.4472681067344345,0.5527318932655655,0.1257115112447185,0.60883668557143,0.0148758793814113,0.3282714021549364,0.2566709021601016,0.4147684424747678,0.0519312817016353,0.2024875776076693,0.0929329242466503,0.0027169140814661,0.1912686852408549,0.1328292063098521,0.0227373684156155
51.0,2024-08-27,993 Dumont Avenue #2,2995.0,Brooklyn,11208,rental,3,1.0,40.66837075,-73.8818185,1,8,34321.0,56298.0,25229.0,34321.0,1506.0,621500.0,34321.0,3047.0,131.0,1627.0,75,71,3,3.2090286838103403,74,0.0003124422259197,0.480523202070623,0.519476797929377,0.172638195599926,0.4890090589757811,0.080791273802921,0.3898410057311887,0.2116380107228692,0.4110371602884082,0.0280088740987243,0.2860417822148271,0.0703826955074875,0.0032168607875762,0.1866149010907746,0.1562026252542059,0.0190330929931595
33.0,2024-09-30,735 Vermont Street #1,3464.0,Brooklyn,11207,house,3,2.0,40.66153098,-73.89036218,1,20,34831.0,52569.0,26544.0,34831.0,1476.0,632600.0,34831.0,2807.0,467.0,1576.0,75,71,3,3.2090286838103403,74,0.0003656987014596,0.4472681067344345,0.5527318932655655,0.1257115112447185,0.60883668557143,0.0148758793814113,0.3282714021549364,0.2566709021601016,0.4147684424747678,0.0519312817016353,0.2024875776076693,0.0929329242466503,0.0027169140814661,0.1912686852408549,0.1328292063098521,0.0227373684156155
1.0,2024-11-25,1 East 213rd Street #20B,1450.0,Bronx,10467,rental,0,1.0,40.88519653,-73.87891959,1,9,38433.0,46228.0,25932.0,38433.0,1482.0,411000.0,38433.0,2096.0,208.0,1484.0,52,36,3,2.0865147885178863,68,0.000363680568922,0.4741726013797575,0.5258273986202425,0.1897622400291755,0.3199274664937749,0.0633756445452979,0.5294844650653916,0.2504128129020493,0.4255771782845218,0.052637443903032,0.1471842614447945,0.0882254616919757,0.0039711081620455,0.1803308581443173,0.1603436224205525,0.026622633290448
7.0,2024-11-19,31 West Mosholu Parkway North #5M,1950.0,Bronx,10467,rental,1,1.0,40.88197702,-73.88428485,1,7,38433.0,46228.0,25932.0,38433.0,1482.0,411000.0,38433.0,2096.0,208.0,1484.0,52,36,3,2.0865147885178863,68,0.000363680568922,0.4741726013797575,0.5258273986202425,0.1897622400291755,0.3199274664937749,0.0633756445452979,0.5294844650653916,0.2504128129020493,0.4255771782845218,0.052637443903032,0.1471842614447945,0.0882254616919757,0.0039711081620455,0.1803308581443173,0.1603436224205525,0.026622633290448
7.0,2024-11-19,3576 De Kalb Avenue #5J,1800.0,Bronx,10467,rental,1,1.0,40.88450154,-73.87836754,1,5,38433.0,46228.0,25932.0,38433.0,1482.0,411000.0,38433.0,2096.0,208.0,1484.0,52,36,3,2.0865147885178863,68,0.000363680568922,0.4741726013797575,0.5258273986202425,0.1897622400291755,0.3199274664937749,0.0633756445452979,0.5294844650653916,0.2504128129020493,0.4255771782845218,0.052637443903032,0.1471842614447945,0.0882254616919757,0.0039711081620455,0.1803308581443173,0.1603436224205525,0.026622633290448
14.0,2024-11-12,3520 De Kalb Avenue #3F,1995.0,Bronx,10467,rental,1,1.0,40.88286973,-73.87958924,1,6,38433.0,46228.0,25932.0,38433.0,1482.0,411000.0,38433.0,2096.0,208.0,1484.0,52,36,3,2.0865147885178863,68,0.000363680568922,0.4741726013797575,0.5258273986202425,0.1897622400291755,0.3199274664937749,0.0633756445452979,0.5294844650653916,0.2504128129020493,0.4255771782845218,0.052637443903032,0.1471842614447945,0.0882254616919757,0.0039711081620455,0.1803308581443173,0.1603436224205525,0.026622633290448
20.0,2024-11-15,3103 Webster Avenue #5F,2199.0,Bronx,10467,rental,2,1.0,40.87119682,-73.87724207,1,4,38433.0,46228.0,25932.0,38433.0,1482.0,411000.0,38433.0,2096.0,208.0,1484.0,52,36,3,2.0865147885178863,68,0.000363680568922,0.4741726013797575,0.5258273986202425,0.1897622400291755,0.3199274664937749,0.0633756445452979,0.5294844650653916,0.2504128129020493,0.4255771782845218,0.052637443903032,0.1471842614447945,0.0882254616919757,0.0039711081620455,0.1803308581443173,0.1603436224205525,0.026622633290448
25.0,2024-11-01,55 West Mosholu Parkway North #2B,2400.0,Bronx,10467,rental,2,1.0,40.88265269,-73.88475742,1,14,38433.0,46228.0,25932.0,38433.0,1482.0,411000.0,38433.0,2096.0,208.0,1484.0,52,36,3,2.0865147885178863,68,0.000363680568922,0.4741726013797575,0.5258273986202425,0.1897622400291755,0.3199274664937749,0.0633756445452979,0.5294844650653916,0.2504128129020493,0.4255771782845218,0.052637443903032,0.1471842614447945,0.0882254616919757,0.0039711081620455,0.1803308581443173,0.1603436224205525,0.026622633290448
27.0,2024-10-30,3341 Reservior Oval West #3C,2380.0,Bronx,10467,rental,2,1.0,40.87881185,-73.87841411,1,4,38433.0,46228.0,25932.0,38433.0,1482.0,411000.0,38433.0,2096.0,208.0,1484.0,52,36,3,2.0865147885178863,68,0.000363680568922,0.4741726013797575,0.5258273986202425,0.1897622400291755,0.3199274664937749,0.0633756445452979,0.5294844650653916,0.2504128129020493,0.4255771782845218,0.052637443903032,0.1471842614447945,0.0882254616919757,0.0039711081620455,0.1803308581443173,0.1603436224205525,0.026622633290448
58.0,2024-09-16,3578 Dekalb Avenue #3A,1833.0,Bronx,10467,rental,1,1.0,40.88450154,-73.87836754,1,4,38433.0,46228.0,25932.0,38433.0,1482.0,411000.0,38433.0,2096.0,208.0,1484.0,52,36,3,2.0865147885178863,68,0.000363680568922,0.4741726013797575,0.5258273986202425,0.1897622400291755,0.3199274664937749,0.0633756445452979,0.5294844650653916,0.2504128129020493,0.4255771782845218,0.052637443903032,0.1471842614447945,0.0882254616919757,0.0039711081620455,0.1803308581443173,0.1603436224205525,0.026622633290448
0.0,2024-11-26,102-18 62nd Avenue #5N,2000.0,Queens,11375,house,0,1.0,40.73563683,-73.8554049,1,14,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,0,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
0.0,2024-11-26,103-10 Queens Boulevard #4C,2300.0,Queens,11375,rental,1,1.0,40.72462716,-73.8507567,1,9,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,3,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
0.0,2024-11-26,111-45 76 Drive #F3,3600.0,Queens,11375,coop,2,2.0,40.7162892,-73.83511951,1,8,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,6,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
1.0,2024-11-25,113-21 Union Tnpk #B,2750.0,Queens,11375,rental,1,2.0,40.70994782,-73.84226262,1,10,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,0,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
1.0,2024-12-15,77-44 Austin Street #3G,2400.0,Queens,11375,rental,1,1.0,40.71345576,-73.83453494,1,10,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,3,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
1.0,2024-11-25,109-19 72 Road #6F,3250.0,Queens,11375,condo,1,1.0,40.71960068,-73.84159851,1,18,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,6,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
1.0,2024-11-25,75-05 113rd Street #5M,2100.0,Queens,11375,rental,0,1.0,40.71929796,-73.83546921,1,6,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,3,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
1.0,2024-11-24,103-19 68 Road #6B,1899.0,Queens,11375,rental,0,1.0,40.72553406,-73.84951718,1,8,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,3,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
2.0,2024-11-24,67-83 Groton Street #1,3700.0,Queens,11375,house,3,2.0,40.7186979,-73.85460111,1,1,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,0,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
4.0,2024-11-22,105-05 69th Avenue #418,2950.0,Queens,11375,rental,1,1.0,40.72431677,-73.84847367,1,9,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,6,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
4.0,2024-11-22,111-14 76th Avenue #1101,2100.0,Queens,11375,condo,1,1.0,40.71641235,-73.83679302,1,9,33312.0,103995.0,64779.0,33312.0,2046.0,559400.0,33312.0,1915.0,15.0,1816.0,112,16,3,0.7219812834248522,8,0.0005943200553103,0.4834334946551082,0.5165665053448918,0.5243179279902144,0.0332526724458863,0.2855129500611604,0.1643354783811094,0.0671967239270329,0.5196511195022071,0.0261660373344679,0.0878716162314524,0.257339254374302,0.0274956124022762,0.1362415571983194,0.2342179439451151,0.0210338775727277
